campaign,environment,survival,selfing,control,year,variant,depression,ovule_effort,pollen_effort,all_pairs,paired_survivors,low_start_extinctions,high_start_extinctions,access_distance_change,access_distance_change_mcse,convergence,stable,divergence
assurance,mainland,0.0,0.5,neutral,200,a0.5_d0.9,0.9,lifetime,lifetime,256,16,193,167,-0.017486838481007724,0.01648012822709383,7,5,4
assurance,mainland,0.0,0.5,neutral,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.008695241639632532,0.004898200435152565,87,71,98
assurance,mainland,0.0,0.5,neutral,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.003665299877833343,0.005082229026766109,91,58,107
assurance,mainland,0.0,0.5,neutral,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,238,239,,,0,0,0
assurance,mainland,0.0,0.5,selected,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0009509543468996266,0.0018062870484440343,67,124,65
assurance,mainland,0.0,0.5,selected,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.001921352216058968,0.0020857776679364852,73,108,75
assurance,mainland,0.0,0.5,selected,10,a0.5_d0.9,0.9,lifetime,lifetime,256,248,8,0,0.003723876463322237,0.002823556634652079,80,72,96
assurance,mainland,0.0,0.5,selected,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0029350856037014504,0.003739943145995714,94,59,103
assurance,mainland,0.0,0.5,selected,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0009248154239787797,0.004392063367470404,100,53,103
assurance,mainland,0.0,0.5,selected,40,a0.5_d0.9,0.9,lifetime,lifetime,256,188,45,28,-0.0023263216251876665,0.006155277406905702,77,33,78
assurance,mainland,0.0,0.5,selected,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0014718370966652142,0.004174912125910851,93,62,101
assurance,mainland,0.0,0.5,selected,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0032969002767514605,0.004713497860559478,99,54,103
assurance,mainland,0.0,0.5,selected,50,a0.5_d0.9,0.9,lifetime,lifetime,256,173,52,38,-0.00452420905868599,0.006794046252195824,73,31,69
assurance,mainland,0.0,0.5,selected,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.000671739440242645,0.004748243926398654,101,58,97
assurance,mainland,0.0,0.5,selected,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0031204423559642704,0.0052350589074016424,98,48,110
assurance,mainland,0.0,0.5,selected,100,a0.5_d0.9,0.9,lifetime,lifetime,256,110,93,83,-0.010312063061537634,0.008593464367273188,45,18,47
assurance,mainland,0.0,0.5,selected,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.001238974496506747,0.005141557989123111,92,65,99
assurance,mainland,0.0,0.5,selected,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.003066421319102947,0.00523831608797577,97,47,112
assurance,mainland,0.0,0.5,selected,200,a0.5_d0.9,0.9,lifetime,lifetime,256,27,181,162,-0.0409630409201828,0.01613081317419153,15,5,7
assurance,mainland,0.0,0.5,selected,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0025017825068116557,0.005213005617952798,93,62,101
assurance,mainland,0.0,0.5,selected,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.002796010956014421,0.005264339029912603,101,43,112
assurance,mainland,0.0,0.5,selected,400,a0.5_d0.9,0.9,lifetime,lifetime,256,3,236,232,-0.06810000027338096,0.012358355259058637,3,0,0
assurance,mainland,0.75,0.1,neutral,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.001682014086964684,0.0010971448591824107,36,196,24
assurance,mainland,0.75,0.1,neutral,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00011058717925968749,0.001255722320580302,40,173,43
assurance,mainland,0.75,0.1,neutral,10,a0.1_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.00016714558498698837,0.0013444321541964516,47,169,40
assurance,mainland,0.75,0.1,neutral,40,a0.1_d0.0,0.0,lifetime,lifetime,256,248,5,3,0.0007277584088378441,0.0022727324074900096,72,101,75
assurance,mainland,0.75,0.1,neutral,40,a0.1_d0.5,0.5,lifetime,lifetime,256,98,98,73,0.002307118654302702,0.004745036778847319,31,33,34
assurance,mainland,0.75,0.1,neutral,40,a0.1_d0.9,0.9,lifetime,lifetime,256,5,195,189,0.0013049785781231392,0.009047667704129441,1,2,2
assurance,mainland,0.75,0.1,neutral,50,a0.1_d0.0,0.0,lifetime,lifetime,256,243,8,5,-1.7524864744573745e-05,0.002776342183607269,78,85,80
assurance,mainland,0.75,0.1,neutral,50,a0.1_d0.5,0.5,lifetime,lifetime,256,65,121,105,-0.003918988772185161,0.006148585177225626,26,18,21
assurance,mainland,0.75,0.1,neutral,50,a0.1_d0.9,0.9,lifetime,lifetime,256,1,216,212,0.008276520441421187,,0,1,0
assurance,mainland,0.75,0.1,neutral,100,a0.1_d0.0,0.0,lifetime,lifetime,256,172,53,35,-0.0021530511893854427,0.004303689438570136,59,49,64
assurance,mainland,0.75,0.1,neutral,100,a0.1_d0.5,0.5,lifetime,lifetime,256,4,207,196,-0.040178227403449784,0.02527349595534364,2,2,0
assurance,mainland,0.75,0.1,neutral,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,253,246,,,0,0,0
assurance,mainland,0.75,0.1,neutral,200,a0.1_d0.0,0.0,lifetime,lifetime,256,71,130,106,0.0078061725363970805,0.009042601724116403,21,18,32
assurance,mainland,0.75,0.1,neutral,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,250,252,,,0,0,0
assurance,mainland,0.75,0.1,neutral,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,255,,,0,0,0
assurance,mainland,0.75,0.1,neutral,400,a0.1_d0.0,0.0,lifetime,lifetime,256,16,192,187,0.007644990648176999,0.019820418843149626,4,3,9
assurance,mainland,0.75,0.1,neutral,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.1,neutral,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.1,selected,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0006308399561711267,0.0011916505244159057,28,184,44
assurance,mainland,0.75,0.1,selected,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0006049236234773809,0.0011851989149577868,34,185,37
assurance,mainland,0.75,0.1,selected,10,a0.1_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.0014957905861895618,0.0014475968612868526,48,166,42
assurance,mainland,0.75,0.1,selected,40,a0.1_d0.0,0.0,lifetime,lifetime,256,244,6,6,0.004202996915615856,0.0029194481962024135,68,88,88
assurance,mainland,0.75,0.1,selected,40,a0.1_d0.5,0.5,lifetime,lifetime,256,109,90,62,-0.007951579631814847,0.004769509152174585,43,33,33
assurance,mainland,0.75,0.1,selected,40,a0.1_d0.9,0.9,lifetime,lifetime,256,10,198,170,-0.01240270347291898,0.026288046347215925,4,2,4
assurance,mainland,0.75,0.1,selected,50,a0.1_d0.0,0.0,lifetime,lifetime,256,237,11,8,0.004474279131771911,0.0032718410385941966,77,72,88
assurance,mainland,0.75,0.1,selected,50,a0.1_d0.5,0.5,lifetime,lifetime,256,64,121,99,-0.009239867033209698,0.006943430195608347,27,13,24
assurance,mainland,0.75,0.1,selected,50,a0.1_d0.9,0.9,lifetime,lifetime,256,1,214,202,-0.14003504060940353,,1,0,0
assurance,mainland,0.75,0.1,selected,100,a0.1_d0.0,0.0,lifetime,lifetime,256,176,48,35,0.004997849748766493,0.00500002711298221,57,49,70
assurance,mainland,0.75,0.1,selected,100,a0.1_d0.5,0.5,lifetime,lifetime,256,6,208,184,-0.018298865542745606,0.019468543467812204,2,3,1
assurance,mainland,0.75,0.1,selected,100,a0.1_d0.9,0.9,lifetime,lifetime,256,0,250,248,,,0,0,0
assurance,mainland,0.75,0.1,selected,200,a0.1_d0.0,0.0,lifetime,lifetime,256,87,115,89,0.005136670074111107,0.008889281187029485,35,20,32
assurance,mainland,0.75,0.1,selected,200,a0.1_d0.5,0.5,lifetime,lifetime,256,0,249,245,,,0,0,0
assurance,mainland,0.75,0.1,selected,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.1,selected,400,a0.1_d0.0,0.0,lifetime,lifetime,256,18,184,174,-0.012016137064235793,0.027682967667808794,10,2,6
assurance,mainland,0.75,0.1,selected,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.1,selected,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.5,neutral,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0010982141093300352,0.0006434406004880952,10,236,10
assurance,mainland,0.75,0.5,neutral,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.001358633438360441,0.0007259436597438326,12,232,12
assurance,mainland,0.75,0.5,neutral,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,0.00011058717925968749,0.001255722320580302,40,173,43
assurance,mainland,0.75,0.5,neutral,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0009963798289498805,0.0020260929325283546,65,133,58
assurance,mainland,0.75,0.5,neutral,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.004544541235396457,0.0020205536630933762,55,124,77
assurance,mainland,0.75,0.5,neutral,40,a0.5_d0.9,0.9,lifetime,lifetime,256,98,98,73,0.002307118654302702,0.004745036778847319,31,33,34
assurance,mainland,0.75,0.5,neutral,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0006887334444199693,0.0023249791685518253,76,105,75
assurance,mainland,0.75,0.5,neutral,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.004015428340503422,0.0022331031559934,66,109,81
assurance,mainland,0.75,0.5,neutral,50,a0.5_d0.9,0.9,lifetime,lifetime,256,65,121,105,-0.003918988772185161,0.006148585177225626,26,18,21
assurance,mainland,0.75,0.5,neutral,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0017087901378531531,0.0030622852576654897,78,85,93
assurance,mainland,0.75,0.5,neutral,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.006958188215075418,0.0031263445979818057,68,85,103
assurance,mainland,0.75,0.5,neutral,100,a0.5_d0.9,0.9,lifetime,lifetime,256,4,207,196,-0.040178227403449784,0.02527349595534364,2,2,0
assurance,mainland,0.75,0.5,neutral,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.005452384327440174,0.003949038201129557,83,70,103
assurance,mainland,0.75,0.5,neutral,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.01411379608270076,0.003790311950071826,72,59,125
assurance,mainland,0.75,0.5,neutral,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,250,252,,,0,0,0
assurance,mainland,0.75,0.5,neutral,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.00021176963535671786,0.0043360076459162955,85,81,90
assurance,mainland,0.75,0.5,neutral,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.01949730495574581,0.004384149344163522,71,60,125
assurance,mainland,0.75,0.5,neutral,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
assurance,mainland,0.75,0.5,selected,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0012420091906899825,0.0006497307995408248,16,236,4
assurance,mainland,0.75,0.5,selected,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00046059195005352825,0.0008435392570067108,22,217,17
assurance,mainland,0.75,0.5,selected,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.0006049236234773809,0.0011851989149577868,34,185,37
assurance,mainland,0.75,0.5,selected,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.002313037492688597,0.0019386319502727794,62,115,79
assurance,mainland,0.75,0.5,selected,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0042270381331335,0.002265754503262192,61,109,86
assurance,mainland,0.75,0.5,selected,40,a0.5_d0.9,0.9,lifetime,lifetime,256,109,90,62,-0.007951579631814847,0.004769509152174585,43,33,33
assurance,mainland,0.75,0.5,selected,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0010402177050199326,0.0023186378174105318,72,98,86
assurance,mainland,0.75,0.5,selected,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0043825835716761715,0.0026549519588325043,67,95,94
assurance,mainland,0.75,0.5,selected,50,a0.5_d0.9,0.9,lifetime,lifetime,256,64,121,99,-0.009239867033209698,0.006943430195608347,27,13,24
assurance,mainland,0.75,0.5,selected,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0009253861621302444,0.0034931809831107107,87,74,95
assurance,mainland,0.75,0.5,selected,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00024537308415750443,0.0035886288892745008,89,68,99
assurance,mainland,0.75,0.5,selected,100,a0.5_d0.9,0.9,lifetime,lifetime,256,6,208,184,-0.018298865542745606,0.019468543467812204,2,3,1
assurance,mainland,0.75,0.5,selected,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0006047747253362513,0.004273619963043186,92,64,100
assurance,mainland,0.75,0.5,selected,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0034517455002234963,0.004298467088105177,86,63,107
assurance,mainland,0.75,0.5,selected,200,a0.5_d0.9,0.9,lifetime,lifetime,256,0,249,245,,,0,0,0
assurance,mainland,0.75,0.5,selected,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0029755890867506213,0.004826536605002195,98,64,94
assurance,mainland,0.75,0.5,selected,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0005988459588007148,0.004604128186627429,89,70,97
assurance,mainland,0.75,0.5,selected,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,0,0,0
effort_separation,both,0.75,0.5,neutral,10,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0017700809949785234,0.0008292886763902707,21,225,10
effort_separation,both,0.75,0.5,neutral,10,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.00048617657050724393,0.0006362455328140292,8,243,5
effort_separation,both,0.75,0.5,neutral,10,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0010886497570234263,0.0008561210740391128,20,224,12
effort_separation,both,0.75,0.5,neutral,40,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0012806725394375784,0.002130089463602089,70,128,58
effort_separation,both,0.75,0.5,neutral,40,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0023494038199195297,0.0019462135205500911,53,144,59
effort_separation,both,0.75,0.5,neutral,40,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0003029220907162849,0.0021681809351877987,67,113,76
effort_separation,both,0.75,0.5,neutral,50,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0019678847468449744,0.002313238006028125,74,118,64
effort_separation,both,0.75,0.5,neutral,50,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.004635372417805689,0.002209765021081921,64,111,81
effort_separation,both,0.75,0.5,neutral,50,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0005017174112775906,0.0024850841445072593,78,101,77
effort_separation,both,0.75,0.5,neutral,100,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0010673582173090896,0.003506166703162844,95,76,85
effort_separation,both,0.75,0.5,neutral,100,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.006434964399484303,0.0034451257296682384,79,85,92
effort_separation,both,0.75,0.5,neutral,100,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0017995342447508062,0.003710482448795744,92,79,85
effort_separation,both,0.75,0.5,neutral,200,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.005062983609205543,0.004226377141818439,103,69,84
effort_separation,both,0.75,0.5,neutral,200,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.008020899797626699,0.0043180082303495675,75,75,106
effort_separation,both,0.75,0.5,neutral,200,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0023297687707612967,0.004624060847309377,102,61,93
effort_separation,both,0.75,0.5,neutral,400,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.005233020109633811,0.00488390925121956,103,66,87
effort_separation,both,0.75,0.5,neutral,400,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.009902162100518048,0.00478071411538559,75,72,109
effort_separation,both,0.75,0.5,neutral,400,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0002575258100494934,0.00469555332370467,100,63,93
effort_separation,both,0.75,0.5,selected,10,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0012946719193204696,0.0010344646047061579,31,196,29
effort_separation,both,0.75,0.5,selected,10,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0002514539898711206,0.0008231304705981844,14,226,16
effort_separation,both,0.75,0.5,selected,10,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0008433182292590245,0.0010079504599896328,33,199,24
effort_separation,both,0.75,0.5,selected,40,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0029036560886772623,0.0025533654300801453,89,96,71
effort_separation,both,0.75,0.5,selected,40,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0005765763739154046,0.0020599762918030503,60,135,61
effort_separation,both,0.75,0.5,selected,40,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0017042219579884938,0.002823501818418352,85,88,83
effort_separation,both,0.75,0.5,selected,50,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.002412004672688959,0.0026691844465089676,91,84,81
effort_separation,both,0.75,0.5,selected,50,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0007836807164419111,0.002361647043769804,72,105,79
effort_separation,both,0.75,0.5,selected,50,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0013248847763070322,0.0030925146365474933,88,77,91
effort_separation,both,0.75,0.5,selected,100,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.00233708359617164,0.003635091227656916,91,72,93
effort_separation,both,0.75,0.5,selected,100,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-9.754250761596526e-05,0.003505441046687429,84,76,96
effort_separation,both,0.75,0.5,selected,100,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.001660805674676848,0.004000346689822323,94,61,101
effort_separation,both,0.75,0.5,selected,200,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.005525778951032945,0.004611528363908083,108,59,89
effort_separation,both,0.75,0.5,selected,200,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0008730328910830827,0.00418665176782888,89,68,99
effort_separation,both,0.75,0.5,selected,200,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0009764500687289455,0.004717603293977679,94,60,102
effort_separation,both,0.75,0.5,selected,400,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.00835492981068429,0.00490537325782732,113,62,81
effort_separation,both,0.75,0.5,selected,400,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0040899440299396045,0.004649836192507816,100,65,91
effort_separation,both,0.75,0.5,selected,400,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.001312738137979942,0.005049114521895655,100,61,95
effort_separation,mainland,0.75,0.5,neutral,10,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.00040624232631052875,0.0007808662754626968,15,228,13
effort_separation,mainland,0.75,0.5,neutral,10,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0004916296468494995,0.000666575109211352,10,237,9
effort_separation,mainland,0.75,0.5,neutral,10,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.00043903486036045805,0.0008028043415155057,13,232,11
effort_separation,mainland,0.75,0.5,neutral,40,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.0007308433907315627,0.001987435240710587,70,113,73
effort_separation,mainland,0.75,0.5,neutral,40,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.001616013912050032,0.0019000041474811764,77,119,60
effort_separation,mainland,0.75,0.5,neutral,40,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.00033937764230545326,0.0019932980052470256,68,120,68
effort_separation,mainland,0.75,0.5,neutral,50,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.0018750896124018648,0.0021952813310237287,70,108,78
effort_separation,mainland,0.75,0.5,neutral,50,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0030517957539404985,0.0021201218285789337,77,113,66
effort_separation,mainland,0.75,0.5,neutral,50,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.002175244879528211,0.00236561212649793,85,91,80
effort_separation,mainland,0.75,0.5,neutral,100,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.0012871857741838274,0.00296417839135964,84,87,85
effort_separation,mainland,0.75,0.5,neutral,100,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.00012736051086661916,0.003293992949620081,99,67,90
effort_separation,mainland,0.75,0.5,neutral,100,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.00027424094855589207,0.003129347512660291,89,80,87
effort_separation,mainland,0.75,0.5,neutral,200,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.0038286918056558037,0.0039040083639230814,95,58,103
effort_separation,mainland,0.75,0.5,neutral,200,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0029786915210668844,0.004165225773583583,92,63,101
effort_separation,mainland,0.75,0.5,neutral,200,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0018091029128110181,0.004048564470302592,100,56,100
effort_separation,mainland,0.75,0.5,neutral,400,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.0026573824617586567,0.0045094623900178345,89,67,100
effort_separation,mainland,0.75,0.5,neutral,400,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0017613476651373782,0.004661905562406794,87,77,92
effort_separation,mainland,0.75,0.5,neutral,400,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0019633790184000076,0.004652890202232267,96,60,100
effort_separation,mainland,0.75,0.5,selected,10,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0004421979058168864,0.0010036537185272457,24,209,23
effort_separation,mainland,0.75,0.5,selected,10,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.00029234988660428035,0.000752939952990826,18,228,10
effort_separation,mainland,0.75,0.5,selected,10,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,0.0005111740098935097,0.0010426565333202344,26,199,31
effort_separation,mainland,0.75,0.5,selected,40,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.00021686603170584782,0.002539416619428458,81,96,79
effort_separation,mainland,0.75,0.5,selected,40,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0026054393582366784,0.002376210429513237,72,99,85
effort_separation,mainland,0.75,0.5,selected,40,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0013718130565829535,0.0025822127498292633,77,106,73
effort_separation,mainland,0.75,0.5,selected,50,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,0.00017725680723724622,0.002902398781739356,92,80,84
effort_separation,mainland,0.75,0.5,selected,50,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0024788244126111567,0.0026725821504390993,73,98,85
effort_separation,mainland,0.75,0.5,selected,50,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.0017371176476469975,0.002854340745182097,90,85,81
effort_separation,mainland,0.75,0.5,selected,100,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0008475946613698854,0.0037802547020364522,99,63,94
effort_separation,mainland,0.75,0.5,selected,100,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,0.0003027691358741423,0.003899592143552938,93,66,97
effort_separation,mainland,0.75,0.5,selected,100,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.004644481494658871,0.0038433357351601006,112,49,95
effort_separation,mainland,0.75,0.5,selected,200,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.003646918376580704,0.004386085246553348,110,55,91
effort_separation,mainland,0.75,0.5,selected,200,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0008959482433857483,0.0046334035796456435,98,64,94
effort_separation,mainland,0.75,0.5,selected,200,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.005865073535799026,0.00478282416448791,113,45,98
effort_separation,mainland,0.75,0.5,selected,400,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.002858162247595014,0.0048644553291844255,110,58,88
effort_separation,mainland,0.75,0.5,selected,400,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,-0.0013330855030203497,0.004969308332279507,97,61,98
effort_separation,mainland,0.75,0.5,selected,400,ovule_lifetime_pollen_annual,0.5,lifetime,annual,256,256,0,0,-0.003810293687591131,0.005112312599406917,105,50,101
