campaign,environment,survival,selfing,start,year,variant,depression,ovule_effort,pollen_effort,all_pairs,paired_survivors,selected_extinctions,neutral_extinctions,access_selected_minus_neutral,access_mcse,investment_selected_minus_neutral,investment_mcse,extinction_difference,extinction_difference_mcse
assurance,mainland,0.0,0.1,0.3,100,a0.1_d0.5,0.5,lifetime,lifetime,256,135,93,113,0.0006152863999514331,0.00621014949480288,0.05222310072378868,0.004551553003075415,-0.078125,0.022968135162505843
assurance,mainland,0.0,0.1,0.3,100,a0.1_d0.9,0.9,lifetime,lifetime,256,96,130,153,-0.0030767010743613255,0.006629401479972831,0.07708927298494371,0.005312608899828875,-0.08984375,0.023132978800408457
assurance,mainland,0.0,0.1,0.3,200,a0.1_d0.0,0.0,lifetime,lifetime,256,132,100,97,-0.00769212981405216,0.006647227968124391,0.06212786356379973,0.005403718616447626,0.01171875,0.027941214263229087
assurance,mainland,0.0,0.1,0.3,200,a0.1_d0.5,0.5,lifetime,lifetime,256,48,181,193,0.007840867178047457,0.010518313143582375,0.07171001021497904,0.008343722206169496,-0.046875,0.02519455546343297
assurance,mainland,0.0,0.1,0.3,200,a0.1_d0.9,0.9,lifetime,lifetime,256,34,209,216,0.006717978575548131,0.012152208390627195,0.08481725326624835,0.009278376389003229,-0.02734375,0.016974152130020757
assurance,mainland,0.0,0.1,0.3,400,a0.1_d0.0,0.0,lifetime,lifetime,256,61,170,167,-0.011680986219726158,0.010415502131446482,0.07121072954413384,0.007540336891025934,0.01171875,0.028484183495505664
assurance,mainland,0.0,0.1,0.3,400,a0.1_d0.5,0.5,lifetime,lifetime,256,10,236,238,0.0231185537850717,0.023109562427482983,0.09489333779059211,0.02236707151810155,-0.0078125,0.016598070386756574
assurance,mainland,0.0,0.1,0.3,400,a0.1_d0.9,0.9,lifetime,lifetime,256,4,246,249,-0.06325508320556367,0.007046576928207379,0.1351598641336172,0.01583583950138686,-0.01171875,0.01171875
assurance,mainland,0.0,0.1,0.7,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.001430256221916744,0.001980498758048944,0.011798221407132973,0.0013911852661278078,0.0,0.0
assurance,mainland,0.0,0.1,0.7,10,a0.1_d0.5,0.5,lifetime,lifetime,256,254,0,2,0.002665375521546273,0.002022741791013478,0.011528162613566272,0.0015975378687240727,-0.0078125,0.005513429182282041
assurance,mainland,0.0,0.1,0.7,10,a0.1_d0.9,0.9,lifetime,lifetime,256,251,4,5,0.002100390154072586,0.0020499210917344505,0.015329660218038431,0.0014960708787685832,-0.00390625,0.00390625
assurance,mainland,0.0,0.1,0.7,40,a0.1_d0.0,0.0,lifetime,lifetime,256,250,4,4,-0.0024933832167313976,0.00392785843310576,0.034781179875414056,0.0026707151977683396,0.0,0.00782780363856437
assurance,mainland,0.0,0.1,0.7,40,a0.1_d0.5,0.5,lifetime,lifetime,256,223,28,28,0.0009233728691929767,0.004023794597217724,0.03734549706172203,0.002712549455996538,0.0,0.012376844287208429
assurance,mainland,0.0,0.1,0.7,40,a0.1_d0.9,0.9,lifetime,lifetime,256,205,35,46,0.001380079364739905,0.003941386814679305,0.0457357018012443,0.0024625637276764925,-0.04296875,0.017732758709926123
assurance,mainland,0.0,0.1,0.7,50,a0.1_d0.0,0.0,lifetime,lifetime,256,245,8,6,-0.003174812997637862,0.004230457181935299,0.040240484908449795,0.003078734733112883,0.0078125,0.011059370056830614
assurance,mainland,0.0,0.1,0.7,50,a0.1_d0.5,0.5,lifetime,lifetime,256,206,38,42,0.001310603420540005,0.00450668488997267,0.04392386221176698,0.0030665940782050468,-0.015625,0.017476130429929893
assurance,mainland,0.0,0.1,0.7,50,a0.1_d0.9,0.9,lifetime,lifetime,256,187,48,60,0.004474263928849058,0.0043034286250615205,0.050273153271533,0.0028110055595923383,-0.046875,0.021235397231703375
assurance,mainland,0.0,0.1,0.7,100,a0.1_d0.0,0.0,lifetime,lifetime,256,210,34,34,0.0024380433681642456,0.005330584518556518,0.05351477073205048,0.003846865434993191,0.0,0.019174124721184262
assurance,mainland,0.0,0.1,0.7,100,a0.1_d0.5,0.5,lifetime,lifetime,256,149,83,94,0.0017572953677188682,0.005734195204873836,0.06121023001952324,0.004221979646737191,-0.04296875,0.023654783251599393
assurance,mainland,0.0,0.1,0.7,100,a0.1_d0.9,0.9,lifetime,lifetime,256,126,101,122,0.003549940507094218,0.005652410375277135,0.06127794837034706,0.004399814246033023,-0.08203125,0.02324651557473553
assurance,mainland,0.0,0.1,0.7,200,a0.1_d0.0,0.0,lifetime,lifetime,256,146,80,88,0.0017445073543251477,0.006637956291466236,0.06459055698605784,0.0049655270879472415,-0.03125,0.028155620586096754
assurance,mainland,0.0,0.1,0.7,200,a0.1_d0.5,0.5,lifetime,lifetime,256,69,162,167,-0.004598896392900291,0.008328732442752694,0.05354175745379082,0.006613058905189319,-0.01953125,0.026226747331343014
assurance,mainland,0.0,0.1,0.7,200,a0.1_d0.9,0.9,lifetime,lifetime,256,42,186,202,0.0158521543364472,0.008520821967823562,0.05686515678159531,0.007958801880270481,-0.0625,0.02444230902734509
assurance,mainland,0.0,0.1,0.7,400,a0.1_d0.0,0.0,lifetime,lifetime,256,67,157,166,0.0007750729642328978,0.010275058814786442,0.06223835370743077,0.0070423615651918955,-0.03515625,0.02894266056078829
assurance,mainland,0.0,0.1,0.7,400,a0.1_d0.5,0.5,lifetime,lifetime,256,8,232,239,-0.000644899163894444,0.027433751890308146,0.067681602995676,0.030924577094565045,-0.02734375,0.019494450626754544
assurance,mainland,0.0,0.1,0.7,400,a0.1_d0.9,0.9,lifetime,lifetime,256,6,246,248,0.01984993339585565,0.019243865155955883,0.032402660822032574,0.023071377809516527,-0.0078125,0.00957457106882396
assurance,mainland,0.0,0.5,0.3,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,5.996681999635928e-05,0.0016852315945716282,0.00042621247721600286,0.0014989001750277632,0.0,0.0
assurance,mainland,0.0,0.5,0.3,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,6.816290671872915e-05,0.001708840271644158,0.004914023136246361,0.001554419156548393,0.0,0.0
assurance,mainland,0.0,0.5,0.3,10,a0.5_d0.9,0.9,lifetime,lifetime,256,246,8,7,-0.0012035558854141645,0.0022497863413421543,0.013442511715350181,0.0016698157982694556,0.00390625,0.008748331204659638
assurance,mainland,0.0,0.5,0.3,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0015366875454682306,0.0035439992635412096,0.004552346112957876,0.003150214929864077,0.0,0.0
assurance,mainland,0.0,0.5,0.3,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00579798524455875,0.003717911517309167,0.022720910731921486,0.0028307193535907107,0.0,0.0
assurance,mainland,0.0,0.5,0.3,40,a0.5_d0.9,0.9,lifetime,lifetime,256,198,45,55,-0.005436179286419989,0.004159247279262136,0.038925144179407685,0.0029309158416523894,-0.0390625,0.015463317896481565
assurance,mainland,0.0,0.5,0.3,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.00182259611146097,0.0038990446811103838,0.0037425295857697093,0.0032085241766607914,0.0,0.0
assurance,mainland,0.0,0.5,0.3,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.007131827906162609,0.004018266005642688,0.02498039508945448,0.003130639712280129,0.0,0.0
assurance,mainland,0.0,0.5,0.3,50,a0.5_d0.9,0.9,lifetime,lifetime,256,189,52,64,-0.0033001118443477004,0.004672072136062113,0.04533697833293365,0.0033134323466528378,-0.046875,0.0163437623017612
assurance,mainland,0.0,0.5,0.3,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0025587862042812225,0.004544805047004991,0.004395919317472921,0.004025269078628421,0.0,0.0
assurance,mainland,0.0,0.5,0.3,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.004343948703495099,0.004713630030088444,0.0340031178641883,0.003838606283670603,0.0,0.0
assurance,mainland,0.0,0.5,0.3,100,a0.5_d0.9,0.9,lifetime,lifetime,256,135,93,113,0.0006152863999514331,0.00621014949480288,0.05222310072378868,0.004551553003075415,-0.078125,0.022968135162505843
assurance,mainland,0.0,0.5,0.3,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004342319711383205,0.005087541723259409,0.00471298644488933,0.004598130708426409,0.0,0.0
assurance,mainland,0.0,0.5,0.3,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0041583359487440755,0.004819771312388736,0.03703539221665257,0.004280214851429898,0.0,0.0
assurance,mainland,0.0,0.5,0.3,200,a0.5_d0.9,0.9,lifetime,lifetime,256,48,181,193,0.007840867178047457,0.010518313143582375,0.07171001021497904,0.008343722206169496,-0.046875,0.02519455546343297
assurance,mainland,0.0,0.5,0.3,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004043616529474233,0.005255304002618036,0.005815469739342225,0.004848645889583847,0.0,0.0
assurance,mainland,0.0,0.5,0.3,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.004146467826461549,0.005114968079614947,0.03830274665742045,0.0044580688472284045,0.0,0.0
assurance,mainland,0.0,0.5,0.3,400,a0.5_d0.9,0.9,lifetime,lifetime,256,10,236,238,0.0231185537850717,0.023109562427482983,0.09489333779059211,0.02236707151810155,-0.0078125,0.016598070386756574
assurance,mainland,0.0,0.5,0.7,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0026165944350021917,0.001484109791567457,-0.0003609852200718742,0.0015734871236998426,0.0,0.0
assurance,mainland,0.0,0.5,0.7,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0005975422830880252,0.0018728797929632194,0.0056457892261552785,0.0014880575311231991,0.0,0.0
assurance,mainland,0.0,0.5,0.7,10,a0.5_d0.9,0.9,lifetime,lifetime,256,254,0,2,0.002665375521546273,0.002022741791013478,0.011528162613566272,0.0015975378687240727,-0.0078125,0.005513429182282041
assurance,mainland,0.0,0.5,0.7,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.002855141576768532,0.0033355387116369662,-0.0007799891697070746,0.0032724523619845677,0.0,0.0
assurance,mainland,0.0,0.5,0.7,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-9.169190077580385e-05,0.0037351738883750845,0.02263536211264944,0.0029208777821413943,0.0,0.0
assurance,mainland,0.0,0.5,0.7,40,a0.5_d0.9,0.9,lifetime,lifetime,256,223,28,28,0.0009233728691929767,0.004023794597217724,0.03734549706172203,0.002712549455996538,0.0,0.012376844287208429
assurance,mainland,0.0,0.5,0.7,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0017724283848384718,0.003517709014119149,-0.0008433627112713732,0.003477814068001611,0.0,0.0
assurance,mainland,0.0,0.5,0.7,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.002373676679052327,0.003958962286824356,0.02794084802041241,0.00302463119486141,0.0,0.0
assurance,mainland,0.0,0.5,0.7,50,a0.5_d0.9,0.9,lifetime,lifetime,256,206,38,42,0.001310603420540005,0.00450668488997267,0.04392386221176698,0.0030665940782050468,-0.015625,0.017476130429929893
assurance,mainland,0.0,0.5,0.7,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-9.705541647788297e-06,0.004143738791473447,-0.00267905133730504,0.004374807554634718,0.0,0.0
assurance,mainland,0.0,0.5,0.7,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.002400467649006663,0.004677750921786996,0.040426586963717565,0.003683850763218138,0.0,0.0
assurance,mainland,0.0,0.5,0.7,100,a0.5_d0.9,0.9,lifetime,lifetime,256,149,83,94,0.0017572953677188682,0.005734195204873836,0.06121023001952324,0.004221979646737191,-0.04296875,0.023654783251599393
assurance,mainland,0.0,0.5,0.7,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0017825594687301757,0.004552983569484659,-0.0008050921647008462,0.005152081185955668,0.0,0.0
assurance,mainland,0.0,0.5,0.7,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0035943938001211347,0.004895035306159978,0.04319353917036293,0.004020354538795221,0.0,0.0
assurance,mainland,0.0,0.5,0.7,200,a0.5_d0.9,0.9,lifetime,lifetime,256,69,162,167,-0.004598896392900291,0.008328732442752694,0.05354175745379082,0.006613058905189319,-0.01953125,0.026226747331343014
assurance,mainland,0.0,0.5,0.7,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0021498426033466464,0.0046697212704726165,0.0004820244249896248,0.005299018922355604,0.0,0.0
assurance,mainland,0.0,0.5,0.7,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.003277178904642629,0.004939274626729567,0.045569666695387964,0.004012940437074769,0.0,0.0
assurance,mainland,0.0,0.5,0.7,400,a0.5_d0.9,0.9,lifetime,lifetime,256,8,232,239,-0.000644899163894444,0.027433751890308146,0.067681602995676,0.030924577094565045,-0.02734375,0.019494450626754544
assurance,mainland,0.75,0.1,0.3,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.001304726439850467,0.0008391978996625651,0.000661962262868293,0.0008074010887523009,0.0,0.0
assurance,mainland,0.75,0.1,0.3,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.000424535591551,0.0010367103587164337,0.002460537286263953,0.0008713690817495735,0.0,0.0
assurance,mainland,0.75,0.1,0.3,10,a0.1_d0.9,0.9,lifetime,lifetime,256,256,0,0,1.821465829192348e-05,0.0010990987885396448,0.003936408571886702,0.0010972508288500033,0.0,0.0
assurance,mainland,0.75,0.1,0.3,40,a0.1_d0.0,0.0,lifetime,lifetime,256,247,6,5,-0.004865944143212618,0.0024526529893696253,0.006944025241161829,0.002184546612777996,0.00390625,0.010352321177802703
assurance,mainland,0.75,0.1,0.3,40,a0.1_d0.5,0.5,lifetime,lifetime,256,144,90,98,0.0015949083874559002,0.003473051695924386,0.009342737261346898,0.003451132957693809,-0.03125,0.023401729238937644
assurance,mainland,0.75,0.1,0.3,40,a0.1_d0.9,0.9,lifetime,lifetime,256,48,198,195,-0.002145147691057167,0.0069738661222550095,0.013270687693806101,0.005506391106458754,0.01171875,0.01875606264321554
assurance,mainland,0.75,0.1,0.3,50,a0.1_d0.0,0.0,lifetime,lifetime,256,242,11,8,-0.0056053906619314905,0.0029412681909696393,0.009122590861566198,0.002542421318774279,0.01171875,0.01171875
assurance,mainland,0.75,0.1,0.3,50,a0.1_d0.5,0.5,lifetime,lifetime,256,121,121,121,0.0025497918691771496,0.003269594979174569,0.009325837337065261,0.003704843090535454,0.0,0.02071042173948785
assurance,mainland,0.75,0.1,0.3,50,a0.1_d0.9,0.9,lifetime,lifetime,256,31,214,216,0.004132500864508969,0.01004101433819449,0.0049864160496500215,0.008601439293675028,-0.0078125,0.017496662409319276
assurance,mainland,0.75,0.1,0.3,100,a0.1_d0.0,0.0,lifetime,lifetime,256,187,48,53,-0.00943007110802768,0.004678329861652759,0.019350183159547146,0.0037089307759679037,-0.01953125,0.02377589653355399
assurance,mainland,0.75,0.1,0.3,100,a0.1_d0.5,0.5,lifetime,lifetime,256,36,208,207,0.007624919007890371,0.008609944818351574,0.02306501656385127,0.0076213578417488916,0.00390625,0.019567980168786695
assurance,mainland,0.75,0.1,0.3,100,a0.1_d0.9,0.9,lifetime,lifetime,256,2,250,253,0.006872423694756824,0.02051224998758827,0.03546686799897719,0.07241602123895247,-0.01171875,0.008720928377104037
assurance,mainland,0.75,0.1,0.3,200,a0.1_d0.0,0.0,lifetime,lifetime,256,101,115,130,-0.011217244271495138,0.006894118276122049,0.028097705525414334,0.006279051228414022,-0.05859375,0.031340822371240314
assurance,mainland,0.75,0.1,0.3,200,a0.1_d0.5,0.5,lifetime,lifetime,256,4,249,250,-0.05345389121112361,0.01950749014319465,0.033051887589542694,0.03175541947520617,-0.00390625,0.008748331204659638
assurance,mainland,0.75,0.1,0.3,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.1,0.3,400,a0.1_d0.0,0.0,lifetime,lifetime,256,43,184,192,-0.015543192978142719,0.00973830354160913,0.04233399297680973,0.010573534450046568,-0.03125,0.027606189807473876
assurance,mainland,0.75,0.1,0.3,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.1,0.3,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.1,0.7,10,a0.1_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0010081276032853437,0.0009599867232052052,0.0023793398388123775,0.0008096244669658672,0.0,0.0
assurance,mainland,0.75,0.1,0.7,10,a0.1_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0002909752111860684,0.0009485206278046143,0.0027804500939155406,0.000957965826993362,0.0,0.0
assurance,mainland,0.75,0.1,0.7,10,a0.1_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.00131043034291065,0.0010124942816309857,0.0024478793258106775,0.0010836946269319506,0.0,0.0
assurance,mainland,0.75,0.1,0.7,40,a0.1_d0.0,0.0,lifetime,lifetime,256,249,6,3,-0.0006598467486675919,0.0024503061875614752,0.008081966006062966,0.0021213259451074843,0.01171875,0.008720928377104037
assurance,mainland,0.75,0.1,0.7,40,a0.1_d0.5,0.5,lifetime,lifetime,256,170,62,73,0.00037673074425506896,0.0034542459905604265,0.004297421222688513,0.0032958839458270424,-0.04296875,0.023654783251599393
assurance,mainland,0.75,0.1,0.7,40,a0.1_d0.9,0.9,lifetime,lifetime,256,59,170,189,0.004902356547498396,0.005395116848952704,0.010414869983444236,0.0044951631115409795,-0.07421875,0.022683701253166162
assurance,mainland,0.75,0.1,0.7,50,a0.1_d0.0,0.0,lifetime,lifetime,256,247,8,5,-0.0005708004709041191,0.002715308135846596,0.009549721707924648,0.0025025166544780995,0.01171875,0.008720928377104037
assurance,mainland,0.75,0.1,0.7,50,a0.1_d0.5,0.5,lifetime,lifetime,256,134,99,105,-0.002682476143326554,0.0036161365585435034,0.00748548758533351,0.003934833946998223,-0.0234375,0.024710137920576677
assurance,mainland,0.75,0.1,0.7,50,a0.1_d0.9,0.9,lifetime,lifetime,256,38,202,212,-0.00035486617587686614,0.006967855594984257,0.017115690527048855,0.007148701156887349,-0.0390625,0.018194118969423318
assurance,mainland,0.75,0.1,0.7,100,a0.1_d0.0,0.0,lifetime,lifetime,256,208,35,35,0.001557547339392282,0.003762352818684197,0.017077530643436627,0.0035151916816646605,0.0,0.01995706175080616
assurance,mainland,0.75,0.1,0.7,100,a0.1_d0.5,0.5,lifetime,lifetime,256,47,184,196,-0.005030723249523009,0.006163804682643537,0.022940534925421398,0.007498398735461702,-0.046875,0.0239476745258507
assurance,mainland,0.75,0.1,0.7,100,a0.1_d0.9,0.9,lifetime,lifetime,256,6,248,246,0.01688434368240016,0.01546277153309751,0.0018456634270163086,0.015213544144435506,0.0078125,0.00957457106882396
assurance,mainland,0.75,0.1,0.7,200,a0.1_d0.0,0.0,lifetime,lifetime,256,129,89,106,-0.001953334565607999,0.006192989119620518,0.022687556207961573,0.005655767739794265,-0.06640625,0.029774246007867433
assurance,mainland,0.75,0.1,0.7,200,a0.1_d0.5,0.5,lifetime,lifetime,256,4,245,252,0.03158852665646039,0.02239343268317463,0.031496947754832846,0.0218508993965943,-0.02734375,0.010212654460096235
assurance,mainland,0.75,0.1,0.7,200,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,255,,,,,0.00390625,0.00390625
assurance,mainland,0.75,0.1,0.7,400,a0.1_d0.0,0.0,lifetime,lifetime,256,41,174,187,-0.005032667150254825,0.0112793882076634,0.034785493183647036,0.010484857757292784,-0.05078125,0.03235541077570274
assurance,mainland,0.75,0.1,0.7,400,a0.1_d0.5,0.5,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.1,0.7,400,a0.1_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.5,0.3,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0007778241040465096,0.0005266640722374362,-0.0018252648922462832,0.0006348121815979694,0.0,0.0
assurance,mainland,0.75,0.5,0.3,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.00045138569066573066,0.0007041534534506745,-0.0005664247467017883,0.0006364452386227659,0.0,0.0
assurance,mainland,0.75,0.5,0.3,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,0.000424535591551,0.0010367103587164337,0.002460537286263953,0.0008713690817495735,0.0,0.0
assurance,mainland,0.75,0.5,0.3,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0007692320290179751,0.0019286430319906546,-0.003293514377019474,0.001909731469070813,0.0,0.0
assurance,mainland,0.75,0.5,0.3,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0019396986222797459,0.002105109594197693,-0.00021196778767995357,0.0020404237092771097,0.0,0.0
assurance,mainland,0.75,0.5,0.3,40,a0.5_d0.9,0.9,lifetime,lifetime,256,144,90,98,0.0015949083874559002,0.003473051695924386,0.009342737261346898,0.003451132957693809,-0.03125,0.023401729238937644
assurance,mainland,0.75,0.5,0.3,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0008745626184910029,0.0023421278391534657,-0.006276159589875977,0.0021983630523208075,0.0,0.0
assurance,mainland,0.75,0.5,0.3,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0023549486587311655,0.0024722332901253212,-0.00045409077223293654,0.002263334723547302,0.0,0.0
assurance,mainland,0.75,0.5,0.3,50,a0.5_d0.9,0.9,lifetime,lifetime,256,121,121,121,0.0025497918691771496,0.003269594979174569,0.009325837337065261,0.003704843090535454,0.0,0.02071042173948785
assurance,mainland,0.75,0.5,0.3,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.003030065091705281,0.003522954344714452,-0.015881979590634226,0.003348906672187096,0.0,0.0
assurance,mainland,0.75,0.5,0.3,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.003981084793895554,0.003488675132465656,0.0006729965756931907,0.0030782164907730107,0.0,0.0
assurance,mainland,0.75,0.5,0.3,100,a0.5_d0.9,0.9,lifetime,lifetime,256,36,208,207,0.007624919007890371,0.008609944818351574,0.02306501656385127,0.0076213578417488916,0.00390625,0.019567980168786695
assurance,mainland,0.75,0.5,0.3,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004559955886658961,0.004175489948090378,-0.022350387166548837,0.004175529696498472,0.0,0.0
assurance,mainland,0.75,0.5,0.3,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.006854429682878962,0.0041545323582329605,-0.0022100195900187974,0.003944322678368224,0.0,0.0
assurance,mainland,0.75,0.5,0.3,200,a0.5_d0.9,0.9,lifetime,lifetime,256,4,249,250,-0.05345389121112361,0.01950749014319465,0.033051887589542694,0.03175541947520617,-0.00390625,0.008748331204659638
assurance,mainland,0.75,0.5,0.3,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.003337296068040547,0.0045920927961543906,-0.02421278192930408,0.004538878527214176,0.0,0.0
assurance,mainland,0.75,0.5,0.3,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.013949426442246898,0.004723191092888987,-0.0001842873318838355,0.004422002489828579,0.0,0.0
assurance,mainland,0.75,0.5,0.3,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
assurance,mainland,0.75,0.5,0.7,10,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0006340290226865622,0.0005734866657579043,-0.0024257807960432333,0.0005619345110898997,0.0,0.0
assurance,mainland,0.75,0.5,0.7,10,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.00044665579764118207,0.0006800887702830034,-0.0006556998647636945,0.0006612770440391709,0.0,0.0
assurance,mainland,0.75,0.5,0.7,10,a0.5_d0.9,0.9,lifetime,lifetime,256,256,0,0,-0.0002909752111860684,0.0009485206278046143,0.0027804500939155406,0.000957965826993362,0.0,0.0
assurance,mainland,0.75,0.5,0.7,40,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.004078649350656453,0.001861201948529673,-0.009302449418221968,0.0017702583735820301,0.0,0.0
assurance,mainland,0.75,0.5,0.7,40,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.001622195520016789,0.002018184682156485,6.95429765473828e-05,0.0019801452183206784,0.0,0.0
assurance,mainland,0.75,0.5,0.7,40,a0.5_d0.9,0.9,lifetime,lifetime,256,170,62,73,0.00037673074425506896,0.0034542459905604265,0.004297421222688513,0.0032958839458270424,-0.04296875,0.023654783251599393
assurance,mainland,0.75,0.5,0.7,50,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.002603513767930904,0.002183823673068114,-0.009172220349556675,0.002249450642190977,0.0,0.0
assurance,mainland,0.75,0.5,0.7,50,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,0.0027221038899039145,0.0022444507235768367,-0.000954102155079277,0.0022930296632236104,0.0,0.0
assurance,mainland,0.75,0.5,0.7,50,a0.5_d0.9,0.9,lifetime,lifetime,256,134,99,105,-0.002682476143326554,0.0036161365585435034,0.00748548758533351,0.003934833946998223,-0.0234375,0.024710137920576677
assurance,mainland,0.75,0.5,0.7,100,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.002246661115982372,0.003318796337792082,-0.010794056491135415,0.002945051745232673,0.0,0.0
assurance,mainland,0.75,0.5,0.7,100,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0027317303370223596,0.003231561898029356,-0.0027545386295199045,0.0032847588068077773,0.0,0.0
assurance,mainland,0.75,0.5,0.7,100,a0.5_d0.9,0.9,lifetime,lifetime,256,47,184,196,-0.005030723249523009,0.006163804682643537,0.022940534925421398,0.007498398735461702,-0.046875,0.0239476745258507
assurance,mainland,0.75,0.5,0.7,200,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,-0.0014972031661174656,0.003934103600038245,-0.0181102147001856,0.0038565570994067494,0.0,0.0
assurance,mainland,0.75,0.5,0.7,200,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.0038076208995983006,0.0040654702909503,-0.0028181065782483016,0.004226180336163104,0.0,0.0
assurance,mainland,0.75,0.5,0.7,200,a0.5_d0.9,0.9,lifetime,lifetime,256,4,245,252,0.03158852665646039,0.02239343268317463,0.031496947754832846,0.0218508993965943,-0.02734375,0.010212654460096235
assurance,mainland,0.75,0.5,0.7,400,a0.5_d0.0,0.0,lifetime,lifetime,256,256,0,0,0.0005734766166466459,0.0044265587714904416,-0.023305790231517576,0.0045468070610911815,0.0,0.0
assurance,mainland,0.75,0.5,0.7,400,a0.5_d0.5,0.5,lifetime,lifetime,256,256,0,0,-0.004949032554698197,0.004544318519679903,-0.005970475180113139,0.00465710460623692,0.0,0.0
assurance,mainland,0.75,0.5,0.7,400,a0.5_d0.9,0.9,lifetime,lifetime,256,0,256,256,,,,,0.0,0.0
effort_separation,both,0.75,0.5,0.3,10,ovule_annual_pollen_annual,0.5,annual,annual,256,256,0,0,-0.0008320144802665475,0.000883018134439655,-0.0001242881331761298,0.0007739175743898715,0.0,0.0
effort_separation,both,0.75,0.5,0.3,10,ovule_annual_pollen_lifetime,0.5,annual,lifetime,256,256,0,0,6.443720475308502e-05,0.0006513741645836434,-0.00040130483238686875,0.0006153087956618672,0.0,0.0
