campaign,environment,survival,selfing,control,year,all_pairs,paired_survivors,low_start_extinctions,high_start_extinctions,access_distance_change,access_distance_change_mcse,convergence,stable,divergence
primary,both,0.0,0.5,fixed,40,256,256,0,0,0.0,0.0,0,256,0
primary,both,0.0,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,both,0.0,0.5,fixed,100,256,256,0,0,0.0,0.0,0,256,0
primary,both,0.0,0.5,fixed,200,256,256,0,0,0.0,0.0,0,256,0
primary,both,0.0,0.5,fixed,400,256,256,0,0,0.0,0.0,0,256,0
primary,both,0.0,0.5,neutral,10,256,256,0,0,0.0020799068602437155,0.001604516439664223,50,150,56
primary,both,0.0,0.5,neutral,40,256,256,0,0,0.0024549824702613772,0.003502112966505536,84,77,95
primary,both,0.0,0.5,neutral,50,256,256,0,0,0.0017842831807765131,0.003830724895819342,95,67,94
primary,both,0.0,0.5,neutral,100,256,256,0,0,0.0076284523699473175,0.004650394624845337,90,53,113
primary,both,0.0,0.5,neutral,200,256,256,0,0,0.005244436214716851,0.005078327795455534,98,50,108
primary,both,0.0,0.5,neutral,400,256,256,0,0,0.004782588398261894,0.005214394695553945,96,53,107
primary,both,0.0,0.5,selected,10,256,256,0,0,-0.002320127609214532,0.0025331290499371398,86,95,75
primary,both,0.0,0.5,selected,40,256,256,0,0,-0.006072526808000744,0.0048024158004427095,108,52,96
primary,both,0.0,0.5,selected,50,256,256,0,0,-0.00618370548059478,0.0050180680313423745,109,49,98
primary,both,0.0,0.5,selected,100,256,256,0,0,-0.005971642568071672,0.00543794957733011,111,39,106
primary,both,0.0,0.5,selected,200,256,256,0,0,-0.007002489140666202,0.005588077128878856,113,42,101
primary,both,0.0,0.5,selected,400,256,256,0,0,-0.007454413526161743,0.005607277306304725,113,42,101
primary,both,0.75,0.0,fixed,10,256,243,7,6,-6.190749787518877e-17,3.261241188779851e-17,0,243,0
primary,both,0.75,0.0,fixed,40,256,0,256,255,,,0,0,0
primary,both,0.75,0.0,fixed,50,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,fixed,100,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,neutral,10,256,244,8,4,-0.0024106007672305254,0.002118079190950321,66,118,60
primary,both,0.75,0.0,neutral,40,256,0,256,255,,,0,0,0
primary,both,0.75,0.0,neutral,50,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,neutral,100,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,selected,10,256,243,9,4,-0.003703824929901093,0.0021688480807338564,69,119,55
primary,both,0.75,0.0,selected,40,256,0,256,252,,,0,0,0
primary,both,0.75,0.0,selected,50,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,selected,100,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,selected,200,256,0,256,256,,,0,0,0
primary,both,0.75,0.0,selected,400,256,0,256,256,,,0,0,0
primary,both,0.75,0.5,fixed,10,256,256,0,0,1.0842021724855044e-18,9.933165102865515e-19,0,256,0
primary,both,0.75,0.5,fixed,40,256,256,0,0,2.6020852139652106e-18,1.2181875663181756e-18,0,256,0
primary,both,0.75,0.5,fixed,50,256,256,0,0,1.3010426069826053e-18,9.682175480367801e-19,0,256,0
primary,both,0.75,0.5,fixed,100,256,256,0,0,-4.336808689942018e-19,3.0605680114048857e-19,0,256,0
primary,both,0.75,0.5,fixed,200,256,256,0,0,1.734723475976807e-18,1.2242272045619543e-18,0,256,0
primary,both,0.75,0.5,fixed,400,256,256,0,0,-8.673617379884035e-19,1.6249563060804474e-18,0,256,0
primary,both,0.75,0.5,neutral,10,256,256,0,0,0.0004753944409786636,0.000725079399843813,12,231,13
primary,both,0.75,0.5,neutral,40,256,256,0,0,-0.0018903461621239046,0.0021261297471321093,75,120,61
primary,both,0.75,0.5,neutral,50,256,256,0,0,-0.0013759994182552821,0.0024114505352844607,82,102,72
primary,both,0.75,0.5,neutral,100,256,256,0,0,-0.00046239499007402524,0.0034329600272023884,92,71,93
primary,both,0.75,0.5,neutral,200,256,256,0,0,-0.002518035990383996,0.004529248241429181,103,58,95
primary,both,0.75,0.5,neutral,400,256,256,0,0,-0.0011571080114411558,0.004890632130819059,98,66,92
primary,both,0.75,0.5,selected,10,256,256,0,0,-0.0006589854534930647,0.0008169668860443605,15,228,13
primary,both,0.75,0.5,selected,40,256,256,0,0,-0.003314449664882606,0.002183859807799397,83,106,67
primary,both,0.75,0.5,selected,50,256,256,0,0,-0.0033287194478219743,0.0025157794491006457,83,102,71
primary,both,0.75,0.5,selected,100,256,256,0,0,-0.0013177113006961289,0.0036039580951289,94,72,90
primary,both,0.75,0.5,selected,200,256,256,0,0,-0.0035792270075579355,0.004475607820622659,105,54,97
primary,both,0.75,0.5,selected,400,256,256,0,0,-0.0036439369160070623,0.004589833119626094,97,64,95
primary,community_only,0.0,0.0,fixed,10,256,38,149,152,1.0225738384705389e-17,2.5799868714193666e-17,0,38,0
primary,community_only,0.0,0.0,fixed,40,256,0,256,251,,,0,0,0
primary,community_only,0.0,0.0,fixed,50,256,0,256,254,,,0,0,0
primary,community_only,0.0,0.0,fixed,100,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,neutral,10,256,41,147,149,0.0013299923560700806,0.002519093675640498,3,34,4
primary,community_only,0.0,0.0,neutral,40,256,0,255,251,,,0,0,0
primary,community_only,0.0,0.0,neutral,50,256,0,256,254,,,0,0,0
primary,community_only,0.0,0.0,neutral,100,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,selected,10,256,50,140,141,-0.03786335816568621,0.00892163512609589,32,6,12
primary,community_only,0.0,0.0,selected,40,256,0,256,251,,,0,0,0
primary,community_only,0.0,0.0,selected,50,256,0,256,254,,,0,0,0
primary,community_only,0.0,0.0,selected,100,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,selected,200,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.0,selected,400,256,0,256,256,,,0,0,0
primary,community_only,0.0,0.5,fixed,10,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,fixed,40,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,fixed,100,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,fixed,200,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,fixed,400,256,256,0,0,0.0,0.0,0,256,0
primary,community_only,0.0,0.5,neutral,10,256,256,0,0,0.0033426161955691603,0.0016190328377667935,47,143,66
primary,community_only,0.0,0.5,neutral,40,256,256,0,0,0.007446922385550756,0.0031503558055292714,76,75,105
primary,community_only,0.0,0.5,neutral,50,256,256,0,0,0.010233612111018735,0.0034449175086902757,76,70,110
primary,community_only,0.0,0.5,neutral,100,256,256,0,0,0.009791911809696088,0.004262605994369249,81,59,116
primary,community_only,0.0,0.5,neutral,200,256,256,0,0,0.011344709326428656,0.004733828079854586,81,60,115
primary,community_only,0.0,0.5,neutral,400,256,256,0,0,0.011697433939576129,0.004904698090254448,79,64,113
primary,community_only,0.0,0.5,selected,10,256,256,0,0,-0.00296067451443325,0.003056290687596788,92,84,80
primary,community_only,0.0,0.5,selected,40,256,256,0,0,-0.00653117579826616,0.005007952366005505,109,44,103
primary,community_only,0.0,0.5,selected,50,256,256,0,0,-0.008021431770972087,0.005148190014039205,115,43,98
primary,community_only,0.0,0.5,selected,100,256,256,0,0,-0.004935538948498056,0.005692389824486666,113,44,99
primary,community_only,0.0,0.5,selected,200,256,256,0,0,-0.005455871613128713,0.005834650058624758,113,43,100
primary,community_only,0.0,0.5,selected,400,256,256,0,0,-0.005972085750132641,0.005844086592326299,113,43,100
primary,community_only,0.75,0.0,fixed,10,256,252,2,2,-5.0224374923518987e-17,2.7771994770162846e-17,0,252,0
primary,community_only,0.75,0.0,fixed,40,256,0,247,235,,,0,0,0
primary,community_only,0.75,0.0,fixed,50,256,0,254,246,,,0,0,0
primary,community_only,0.75,0.0,fixed,100,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,neutral,10,256,253,2,1,-0.0017171323208341597,0.0017358993726187784,60,146,47
primary,community_only,0.75,0.0,neutral,40,256,0,251,236,,,0,0,0
primary,community_only,0.75,0.0,neutral,50,256,0,254,245,,,0,0,0
primary,community_only,0.75,0.0,neutral,100,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,selected,10,256,255,1,0,-0.0013182702177632556,0.0018425224287937439,63,140,52
primary,community_only,0.75,0.0,selected,40,256,0,246,238,,,0,0,0
primary,community_only,0.75,0.0,selected,50,256,0,254,246,,,0,0,0
primary,community_only,0.75,0.0,selected,100,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,selected,200,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.0,selected,400,256,0,256,256,,,0,0,0
primary,community_only,0.75,0.5,fixed,10,256,256,0,0,-2.168404344971009e-19,2.168404344971009e-19,0,256,0
primary,community_only,0.75,0.5,fixed,40,256,256,0,0,1.734723475976807e-18,1.2242272045619543e-18,0,256,0
primary,community_only,0.75,0.5,fixed,50,256,256,0,0,1.5178830414797062e-18,1.0821593969120604e-18,0,256,0
primary,community_only,0.75,0.5,fixed,100,256,256,0,0,2.168404344971009e-19,2.168404344971009e-19,0,256,0
primary,community_only,0.75,0.5,fixed,200,256,256,0,0,2.168404344971009e-18,1.2964994500030426e-18,0,256,0
primary,community_only,0.75,0.5,fixed,400,256,256,0,0,-4.336808689942018e-19,6.865159050985042e-19,0,256,0
primary,community_only,0.75,0.5,neutral,10,256,256,0,0,0.0004914298758625971,0.0007371657376180863,7,233,16
primary,community_only,0.75,0.5,neutral,40,256,256,0,0,0.0009774047520589926,0.0022672850088580727,69,109,78
primary,community_only,0.75,0.5,neutral,50,256,256,0,0,0.0005720943112400244,0.0025720912775574235,87,93,76
primary,community_only,0.75,0.5,neutral,100,256,256,0,0,0.0011663396625928265,0.003629723702670857,92,70,94
primary,community_only,0.75,0.5,neutral,200,256,256,0,0,-0.0015965076141980282,0.004406609643170646,106,54,96
primary,community_only,0.75,0.5,neutral,400,256,256,0,0,-0.0028663991998092234,0.004733051623713178,100,63,93
primary,community_only,0.75,0.5,selected,10,256,256,0,0,-0.00029006747645932704,0.0009501953638855521,20,213,23
primary,community_only,0.75,0.5,selected,40,256,256,0,0,-0.004621016520717294,0.0025185987978988415,90,94,72
primary,community_only,0.75,0.5,selected,50,256,256,0,0,-0.005536253293374381,0.0028714775379462044,90,83,83
primary,community_only,0.75,0.5,selected,100,256,256,0,0,-0.0065961764050981,0.003673115784119878,98,71,87
primary,community_only,0.75,0.5,selected,200,256,256,0,0,-0.004889935928907234,0.004609076578972646,99,58,99
primary,community_only,0.75,0.5,selected,400,256,256,0,0,-0.003922875887983822,0.004897314839312384,106,55,95
primary,mainland,0.0,0.0,fixed,10,256,223,26,7,-6.2232232322037925e-18,5.60210929245109e-18,0,223,0
primary,mainland,0.0,0.0,fixed,40,256,126,85,54,5.7273410000504104e-18,2.922641218982375e-18,0,126,0
primary,mainland,0.0,0.0,fixed,50,256,107,98,65,-6.744345476694876e-18,4.405011438712326e-18,0,107,0
primary,mainland,0.0,0.0,fixed,100,256,50,148,126,-6.661338147750939e-18,5.6387874796848814e-18,0,50,0
primary,mainland,0.0,0.0,fixed,200,256,4,218,204,0.0,0.0,0,4,0
primary,mainland,0.0,0.0,fixed,400,256,0,250,250,,,0,0,0
primary,mainland,0.0,0.0,neutral,10,256,225,25,6,-0.0001987955800463702,0.0006743903828474676,7,212,6
primary,mainland,0.0,0.0,neutral,40,256,127,88,51,0.0033406540714075433,0.0027087037670632916,22,79,26
primary,mainland,0.0,0.0,neutral,50,256,98,105,68,1.073160448356433e-05,0.0035919577826844934,25,52,21
primary,mainland,0.0,0.0,neutral,100,256,43,163,132,0.0014074944380524678,0.00835809180785102,14,16,13
primary,mainland,0.0,0.0,neutral,200,256,4,227,207,-0.015068948446161287,0.05072036297068535,1,2,1
primary,mainland,0.0,0.0,neutral,400,256,0,248,247,,,0,0,0
primary,mainland,0.0,0.0,selected,10,256,229,21,6,-0.0025277197680414936,0.003044165652566166,81,79,69
primary,mainland,0.0,0.0,selected,40,256,151,75,39,-0.008373111268581411,0.00709206482174844,67,27,57
primary,mainland,0.0,0.0,selected,50,256,130,86,53,-0.007191806414083716,0.007981497937967087,59,17,54
primary,mainland,0.0,0.0,selected,100,256,72,139,101,-0.023783172963830132,0.011398196946982657,35,8,29
primary,mainland,0.0,0.0,selected,200,256,11,212,197,-0.09455295279936161,0.02732635497549515,9,1,1
primary,mainland,0.0,0.0,selected,400,256,1,248,246,-0.1730700478445239,,1,0,0
primary,mainland,0.0,0.5,fixed,10,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,fixed,40,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,fixed,100,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,fixed,200,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,fixed,400,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.0,0.5,neutral,10,256,256,0,0,0.0013919728396896717,0.001545760838887271,46,157,53
primary,mainland,0.0,0.5,neutral,40,256,256,0,0,0.006814492569313331,0.0029883134699020568,67,87,102
primary,mainland,0.0,0.5,neutral,50,256,256,0,0,0.008055051503861741,0.0034404660719236937,80,67,109
primary,mainland,0.0,0.5,neutral,100,256,256,0,0,0.005063923410452708,0.004453711699199305,90,59,107
primary,mainland,0.0,0.5,neutral,200,256,256,0,0,0.003630363467725887,0.004793605045699303,93,54,109
primary,mainland,0.0,0.5,neutral,400,256,256,0,0,0.003665299877833343,0.005082229026766109,91,58,107
primary,mainland,0.0,0.5,selected,10,256,256,0,0,0.001921352216058968,0.0020857776679364852,73,108,75
primary,mainland,0.0,0.5,selected,40,256,256,0,0,0.0009248154239787797,0.004392063367470404,100,53,103
primary,mainland,0.0,0.5,selected,50,256,256,0,0,0.0032969002767514605,0.004713497860559478,99,54,103
primary,mainland,0.0,0.5,selected,100,256,256,0,0,0.0031204423559642704,0.0052350589074016424,98,48,110
primary,mainland,0.0,0.5,selected,200,256,256,0,0,0.003066421319102947,0.00523831608797577,97,47,112
primary,mainland,0.0,0.5,selected,400,256,256,0,0,0.002796010956014421,0.005264339029912603,101,43,112
primary,mainland,0.75,0.0,fixed,10,256,254,2,0,-3.737168055332712e-17,2.6904957059087017e-17,0,254,0
primary,mainland,0.75,0.0,fixed,40,256,6,207,197,-1.942890293094024e-16,1.21407511468787e-16,0,6,0
primary,mainland,0.75,0.0,fixed,50,256,2,219,211,5.551115123125783e-17,2.7755575615628914e-16,0,2,0
primary,mainland,0.75,0.0,fixed,100,256,0,254,248,,,0,0,0
primary,mainland,0.75,0.0,fixed,200,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.0,fixed,400,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.0,neutral,10,256,256,0,0,0.0011190980028423774,0.0013562813287691495,34,173,49
primary,mainland,0.75,0.0,neutral,40,256,2,212,192,0.013803488153869808,0.008795723160510277,0,1,1
primary,mainland,0.75,0.0,neutral,50,256,1,229,213,0.02737578725065415,,0,0,1
primary,mainland,0.75,0.0,neutral,100,256,0,254,247,,,0,0,0
primary,mainland,0.75,0.0,neutral,200,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.0,neutral,400,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.0,selected,10,256,256,0,0,-0.00043106618898801916,0.0014064195075088597,50,161,45
primary,mainland,0.75,0.0,selected,40,256,3,207,196,-0.034831440306400896,0.01049508683908289,2,1,0
primary,mainland,0.75,0.0,selected,50,256,0,224,215,,,0,0,0
primary,mainland,0.75,0.0,selected,100,256,0,253,248,,,0,0,0
primary,mainland,0.75,0.0,selected,200,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.0,selected,400,256,0,256,256,,,0,0,0
primary,mainland,0.75,0.5,fixed,10,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.75,0.5,fixed,40,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.75,0.5,fixed,50,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.75,0.5,fixed,100,256,256,0,0,-4.336808689942018e-19,4.336808689942018e-19,0,256,0
primary,mainland,0.75,0.5,fixed,200,256,256,0,0,-4.336808689942018e-19,4.336808689942018e-19,0,256,0
primary,mainland,0.75,0.5,fixed,400,256,256,0,0,0.0,0.0,0,256,0
primary,mainland,0.75,0.5,neutral,10,256,256,0,0,0.001358633438360441,0.0007259436597438326,12,232,12
primary,mainland,0.75,0.5,neutral,40,256,256,0,0,0.004544541235396457,0.0020205536630933762,55,124,77
primary,mainland,0.75,0.5,neutral,50,256,256,0,0,0.004015428340503422,0.0022331031559934,66,109,81
primary,mainland,0.75,0.5,neutral,100,256,256,0,0,0.006958188215075418,0.0031263445979818057,68,85,103
primary,mainland,0.75,0.5,neutral,200,256,256,0,0,0.01411379608270076,0.003790311950071826,72,59,125
primary,mainland,0.75,0.5,neutral,400,256,256,0,0,0.01949730495574581,0.004384149344163522,71,60,125
primary,mainland,0.75,0.5,selected,10,256,256,0,0,0.00046059195005352825,0.0008435392570067108,22,217,17
primary,mainland,0.75,0.5,selected,40,256,256,0,0,0.0042270381331335,0.002265754503262192,61,109,86
primary,mainland,0.75,0.5,selected,50,256,256,0,0,0.0043825835716761715,0.0026549519588325043,67,95,94
primary,mainland,0.75,0.5,selected,100,256,256,0,0,0.00024537308415750443,0.0035886288892745008,89,68,99
primary,mainland,0.75,0.5,selected,200,256,256,0,0,0.0034517455002234963,0.004298467088105177,86,63,107
primary,mainland,0.75,0.5,selected,400,256,256,0,0,0.0005988459588007148,0.004604128186627429,89,70,97
