source_logical_id,resolved_domain,specificity,zone,community_name,island,archipelago,geological_origin,species_code,month_index,month_label,classification_metric,classification_value,partner_functional_richness,partner_rank_abundance,partner_abundance_evenness,source_line
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,oed.sim,3,June,d_prime,0.24,4.0,2.25,0.002,193
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,ste.dec,1,April,d_prime,0.67,2.0,1.33,,194
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,ste.dec,2,May,d_prime,0.26,5.0,1.83,0.277,195
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,ste.dec,3,June,d_prime,0.34,1.0,5.0,1.0,196
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sto.lun,2,May,d_prime,0.72,1.0,1.0,1.0,197
s003,flower_visitor,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sto.lun,3,June,d_prime,0.11,5.0,1.67,0.011,198
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,1,January,d_prime,0.59,1.0,1.0,1.0,205
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,3,March,d_prime,0.5,1.0,2.0,1.0,206
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,aul.can,4,April,d_prime,0.52,1.0,1.0,1.0,207
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lep.for,2,February,d_prime,0.78,2.0,3.0,0.177,208
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lep.for,4,April,d_prime,0.58,3.0,1.5,0.29,209
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,3,March,d_prime,0.86,2.0,3.5,0.085,210
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,4,April,d_prime,0.77,4.0,1.33,0.284,211
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tem.pro,1,January,d_prime,0.62,4.0,3.0,0.351,212
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tem.pro,2,February,d_prime,0.2,4.0,2.25,0.352,213
s003,flower_visitor,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tem.pro,3,March,d_prime,0.42,2.0,3.0,0.164,214
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,acm.con,2,May,d_prime,0.75,1.0,1.0,,215
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,acm.con,3,June,d_prime,0.83,1.0,1.0,,216
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cha.sic,1,April,d_prime,0.72,1.0,2.5,0.006,217
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cha.sic,2,May,d_prime,0.59,4.0,1.43,0.366,218
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cha.sic,3,June,d_prime,0.95,3.0,1.0,0.407,219
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hop.leu,2,May,d_prime,0.8,1.0,1.0,1.0,220
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hop.leu,3,June,d_prime,0.8,1.0,1.0,1.0,221
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lep.anc,2,May,d_prime,0.79,1.0,1.0,1.0,222
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lep.anc,3,June,d_prime,0.58,1.0,1.0,1.0,223
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sar.unc,1,April,d_prime,0.73,3.0,2.25,0.166,224
s003,flower_visitor,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sar.unc,2,May,d_prime,0.82,4.0,2.25,0.205,225
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,las.sp,2,February,d_prime,0.28,2.0,2.5,0.17,226
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,las.sp,3,March,d_prime,0.72,1.0,2.0,0.189,227
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,las.sp,4,April,d_prime,0.55,5.0,1.43,0.175,228
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,1,January,d_prime,0.3,2.0,3.5,0.028,229
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,luc.ser,2,February,d_prime,0.46,1.0,5.0,1.0,230
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mel.var,1,January,d_prime,0.77,4.0,2.0,0.327,231
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mel.var,2,February,d_prime,0.6,3.0,2.75,0.121,232
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mel.var,3,March,d_prime,0.84,3.0,2.4,0.243,233
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mel.var,4,April,d_prime,0.76,2.0,1.25,0.166,234
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,nom.dec,3,March,d_prime,1.0,1.0,1.0,1.0,235
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,nom.dec,4,April,d_prime,0.99,1.0,1.0,1.0,236
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,2,February,d_prime,0.56,1.0,2.33,0.054,237
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,3,March,d_prime,0.78,2.0,2.6,0.229,238
s003,flower_visitor,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,osm.lan,4,April,d_prime,0.99,1.0,1.5,0.158,239
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,and.mic,2,May,d_prime,0.56,2.0,1.0,0.586,240
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,and.mic,3,June,d_prime,1.0,2.0,2.0,0.004,241
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,api.mel,1,April,d_prime,0.93,5.0,1.17,,242
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,api.mel,2,May,d_prime,0.78,9.0,1.7,0.073,243
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,api.mel,3,June,d_prime,0.82,7.0,1.89,0.101,244
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,las.gri,3,June,d_prime,0.83,4.0,1.0,0.887,245
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,las.gri,4,July,d_prime,0.94,4.0,1.0,0.861,246
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,1,April,d_prime,0.85,15.0,1.59,0.343,247
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,2,May,d_prime,0.61,10.0,1.06,,248
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,3,June,d_prime,0.06,2.0,3.0,0.005,249
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,mel.sp,4,July,d_prime,0.71,3.0,1.0,,250
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,par.tib,2,May,d_prime,0.98,4.0,1.2,0.405,251
s003,flower_visitor,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,par.tib,3,June,d_prime,0.67,5.0,1.2,0.229,252
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,1,,L,5.0,5.0,2.8,0.183,6
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,2,,L,4.0,3.0,2.75,0.184,7
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,3,,L,3.0,3.0,3.0,0.026,8
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,4,,L,7.0,5.0,2.71,0.263,9
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,eup.bal,1,,L,10.0,4.0,1.7,0.453,10
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,eup.bal,2,,L,9.0,4.0,2.22,0.309,11
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,eup.bal,3,,L,11.0,4.0,2.27,0.143,12
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,eup.bal,4,,L,9.0,5.0,2.22,0.275,13
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,1,,L,7.0,4.0,2.71,0.257,14
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,2,,L,10.0,6.0,1.7,0.282,15
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,3,,L,5.0,5.0,2.4,0.088,16
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,4,,L,7.0,6.0,2.86,0.248,17
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,1,,L,5.0,2.0,2.6,0.175,18
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,2,,L,8.0,4.0,2.13,0.263,19
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,3,,L,3.0,2.0,3.67,0.09,20
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,4,,L,4.0,3.0,3.25,0.171,21
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,1,,L,6.0,5.0,2.33,0.184,22
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,2,,L,4.0,3.0,2.75,0.176,23
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,3,,L,4.0,2.0,2.75,0.04,24
s004,plant,Generalized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,4,,L,1.0,1.0,5.0,1.0,25
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cis.mon,1,,L,2.0,2.0,2.0,0.217,26
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cis.mon,2,,L,19.0,6.0,1.53,0.519,27
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,2,,L,17.0,6.0,1.71,0.453,28
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,3,,L,32.0,8.0,1.66,0.433,29
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,4,,L,15.0,5.0,2.27,0.425,30
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,1,,L,4.0,3.0,3.5,0.224,31
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,2,,L,9.0,5.0,2.22,0.113,32
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,3,,L,6.0,3.0,1.67,0.344,33
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,2,,L,5.0,3.0,2.6,0.072,34
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,3,,L,13.0,6.0,2.31,0.33,35
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,4,,L,3.0,3.0,2.33,0.181,36
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sco.his,3,,L,12.0,4.0,1.25,0.455,37
s004,plant,Generalized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,sco.his,4,,L,6.0,3.0,1.67,0.271,38
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ama.pin,1,,L,4.0,2.0,2.75,0.192,39
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ama.pin,2,,L,6.0,4.0,2.5,0.242,40
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ama.pin,3,,L,7.0,5.0,2.29,0.265,41
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ama.pin,4,,L,5.0,3.0,2.8,0.318,42
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,1,,L,15.0,4.0,1.73,0.371,43
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,2,,L,12.0,6.0,1.67,0.262,44
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,3,,L,9.0,5.0,1.33,0.299,45
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,4,,L,13.0,6.0,1.54,0.391,46
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,1,,L,10.0,6.0,1.8,0.115,47
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,2,,L,8.0,4.0,2.5,0.247,48
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,3,,L,10.0,4.0,2.3,0.307,49
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,4,,L,5.0,4.0,3.2,0.318,50
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,1,,L,11.0,5.0,2.27,0.191,51
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,2,,L,8.0,5.0,2.38,0.247,52
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,3,,L,7.0,3.0,2.71,0.282,53
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,4,,L,12.0,5.0,2.33,0.289,54
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,1,,L,7.0,2.0,1.71,0.242,55
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,2,,L,7.0,3.0,2.0,0.23,56
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,3,,L,6.0,3.0,1.83,0.189,57
s004,plant,Generalized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,4,,L,3.0,2.0,1.67,0.184,58
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cis.sal,1,,L,8.0,3.0,1.88,0.079,59
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cis.sal,2,,L,15.0,6.0,2.6,0.254,60
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,con.arv,2,,L,4.0,3.0,4.75,0.182,61
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,con.arv,3,,L,13.0,6.0,2.08,0.225,62
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,con.arv,4,,L,7.0,4.0,2.43,0.334,63
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,2,,L,14.0,6.0,1.93,0.221,64
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,3,,L,19.0,7.0,1.74,0.269,65
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,4,,L,12.0,6.0,2.0,0.333,66
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eup.ter,1,,L,9.0,4.0,2.44,0.139,67
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eup.ter,2,,L,8.0,4.0,2.25,0.16,68
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eup.ter,3,,L,7.0,6.0,2.29,0.144,69
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,pot.rep,2,,L,11.0,6.0,2.45,0.251,70
s004,plant,Generalized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,pot.rep,3,,L,15.0,6.0,1.93,0.265,71
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,2,,L,1.0,1.0,5.0,1.0,78
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,3,,L,1.0,1.0,5.0,1.0,79
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,4,,L,4.0,3.0,3.25,0.199,80
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,3,,L,1.0,1.0,5.0,1.0,81
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,4,,L,2.0,2.0,2.0,0.198,82
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,nic.gla,2,,L,1.0,1.0,5.0,1.0,83
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,nic.gla,3,,L,2.0,2.0,4.5,0.079,84
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.mar,1,,L,1.0,1.0,1.0,1.0,85
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.mar,2,,L,2.0,2.0,4.5,0.139,86
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.mar,3,,L,2.0,1.0,3.5,0.009,87
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.mar,4,,L,1.0,1.0,5.0,1.0,88
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tra.moq,1,,L,1.0,1.0,3.0,1.0,89
s004,plant,Specialized,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tra.moq,2,,L,1.0,1.0,4.0,1.0,90
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,aet.bul,1,,L,3.0,2.0,3.67,0.167,91
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,aet.bul,2,,L,1.0,1.0,4.0,1.0,92
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ast.bal,1,,L,2.0,1.0,3.5,0.219,93
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ast.bal,2,,L,1.0,1.0,2.0,1.0,94
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lag.ova,1,,L,1.0,1.0,5.0,1.0,95
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lag.ova,2,,L,3.0,2.0,2.67,0.168,96
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ono.nat,2,,L,1.0,1.0,2.0,1.0,97
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ono.nat,3,,L,2.0,2.0,1.0,0.273,98
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pol.pol,1,,L,1.0,1.0,3.0,1.0,99
s004,plant,Specialized,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pol.pol,2,,L,2.0,2.0,1.5,0.241,100
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,1,,L,1.0,1.0,4.0,1.0,101
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,2,,L,1.0,1.0,1.0,1.0,102
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ero.hes,1,,L,1.0,1.0,1.0,1.0,103
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ero.hes,2,,L,1.0,1.0,4.0,1.0,104
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,2,,L,1.0,1.0,2.0,1.0,105
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,3,,L,1.0,1.0,2.0,1.0,106
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,4,,L,1.0,1.0,1.0,1.0,107
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mes.cry,3,,L,1.0,1.0,1.0,1.0,108
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mes.cry,4,,L,2.0,2.0,2.5,0.142,109
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ono.tou,3,,L,2.0,2.0,2.5,0.156,110
s004,plant,Specialized,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ono.tou,4,,L,2.0,2.0,2.0,0.156,111
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bel.tri,1,,L,2.0,1.0,4.5,0.062,112
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bel.tri,2,,L,1.0,1.0,1.0,1.0,113
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,2,,L,1.0,1.0,1.0,1.0,114
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,3,,L,3.0,3.0,1.67,0.156,115
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,4,,L,1.0,1.0,1.0,1.0,116
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cak.mar,3,,L,1.0,1.0,1.0,1.0,117
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cak.mar,4,,L,1.0,1.0,2.0,1.0,118
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eru.ves,1,,L,1.0,1.0,4.0,1.0,119
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,eru.ves,4,,L,1.0,1.0,4.0,1.0,120
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,fum.sp,3,,L,1.0,1.0,2.0,1.0,121
s004,plant,Specialized,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,fum.sp,4,,L,1.0,1.0,1.0,1.0,122
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,2,,d_prime,0.28,1.0,5.0,1.0,129
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,3,,d_prime,0.07,1.0,5.0,1.0,130
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ama.peq,4,,d_prime,0.27,3.0,3.25,0.199,131
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,1,,d_prime,0.46,4.0,2.71,0.257,132
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,2,,d_prime,0.57,6.0,1.7,0.282,133
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,3,,d_prime,0.22,5.0,2.4,0.088,134
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,4,,d_prime,0.25,6.0,2.86,0.248,135
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,nic.gla,2,,d_prime,0.35,1.0,5.0,1.0,136
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,nic.gla,3,,d_prime,0.05,2.0,4.5,0.079,137
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pul.can,2,,d_prime,0.38,3.0,3.0,0.146,138
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pul.can,3,,d_prime,0.1,3.0,3.33,0.082,139
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pul.can,4,,d_prime,0.46,4.0,2.17,0.18,140
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tra.moq,1,,d_prime,0.17,1.0,3.0,1.0,141
s004,plant,Opportunistic,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,tra.moq,2,,d_prime,0.47,1.0,4.0,1.0,142
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,asp.aes,1,,d_prime,0.47,2.0,2.5,0.098,143
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,asp.aes,2,,d_prime,0.29,2.0,2.0,0.203,144
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,asp.aes,3,,d_prime,0.99,1.0,1.0,1.0,145
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ast.aqu,2,,d_prime,0.42,3.0,3.0,0.038,146
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ast.aqu,3,,d_prime,0.47,6.0,3.0,0.24,147
